/home/abhishek21441/test/kinetics-dataset/k400/train/-3B32lodo2M_000059_000069,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/03NbvjuSoxk_000604_000614,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/1igvMc3ze5M_000359_000369,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/2YFIND4tXCc_000002_000012,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/46SgcqC8a3g_000045_000055,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/5jB9jPrhIho_000159_000169,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/6vxPOSVjr0U_000047_000057,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/7yf5Pd_pPuE_000001_000011,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/9kja4yMINUI_000152_000162,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/Anmq_WzU_Uk_000031_000041,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/B87MBhH7Os8_000007_000017,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/BZiuKJ0b4sQ_000337_000347,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/CK7DjZd4rdQ_000029_000039,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/D8RIlFvjUNQ_000277_000287,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/DPUdSrSqPX4_000023_000033,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/eeUZDM5BnK8_000141_000151,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/eYol_rlZEsY_000000_000010,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/Fp56x7IKPv4_000346_000356,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/GCzM_sZZvIA_000066_000076,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/G_Nl_Tt26Nc_000034_000044,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/HLU5bdWnsBw_000119_000129,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/IcXVFyYx8Gk_000494_000504,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/iyydmodsurg_000067_000077,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/jkxxF8GpsRM_000034_000044,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/k5QQQX35xWQ_000168_000178,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/krXXO18LjJU_000157_000167,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/llyNMOhaYb8_000015_000025,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/M5Eurb5QPpA_000085_000095,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/M_KWGpwR1tA_000079_000089,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/o1_DLN1HRjc_000028_000038,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/oqn0cVz5Um4_000385_000395,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/pcIqp66GgU4_000037_000047,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/PXpgY4RY-oM_000197_000207,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/QKuZzplWTx4_000122_000132,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/R5LeDyenpDQ_000188_000198,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/RV0VGCGw-2Y_000023_000033,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/Sfsp42eyFP4_000018_000028,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/sVShdvSUMI0_000427_000437,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/TjDjwzUymq8_000338_000348,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/uaHqixb-Zbc_000000_000010,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/v0CeGyJhc4U_000002_000012,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/vjENlCLRQe4_000082_000092,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/w9rNLvIcsmE_000337_000347,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/WjtTfhSMVwg_000020_000030,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/wXla74JS-GI_000362_000372,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/xo-VFeJmQQc_000156_000166,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/Y8q5IuK9ZZQ_000276_000286,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/yR8un3WBsrg_000104_000114,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/zA_ICqtk_uU_000045_000055,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/ZxG1co3qXLg_000567_000577,10,abseiling
/home/abhishek21441/test/kinetics-dataset/k400/train/-7QDJQU657I_000001_000011,10,air drumming
